id_new,ciudad,seccion,fecha,titulo,vistas,likes,shares,comentarios,denuncia,genero_autor
394201,Valdivia,Cultura,2016-05-19,La Orquesta de Cámara de Valdivia vuelve a tocar con Álvaro Parra en su Programa 3,6586,2954,351,355,no,femenino
330745,Iquique,Sociedad,2015-06-25,Este viernes el Partido Socialista conmemorará un nuevo natalicio de Salvador Allende en Iquique,12775,954,3,585,si,femenino
447253,Calama,Deportes,2017-02-16,Estadio de Calama fue revisado por Conmebol para que Iquique sea local ahí en la Libertadores,14047,2766,2769,1636,no,femenino
693101,Puerto Montt,Deportes,2021-02-08,Bike park de Frutillar lleva un 80% de avance,15287,9490,1451,766,si,masculino
651063,San Antonio,Sociedad,2020-04-28,Alcaldesa de El Quisco: “Seguiremos exigiendo que se decrete la cuarentena en la zona debido a la cantidad de contagios”,16153,5364,851,357,no,masculino
346591,Arica,Sociedad,2015-09-16,Realizarán un taller sobre facturación electrónica en Arica,12192,163,1049,14,si,femenino
22752,San Antonio,Sociedad,2011-06-22,Mañana se registraría el peak de consultas por enfermedades respiratorias en San Antonio,8740,4324,1373,143,si,masculino
158658,Iquique,Deportes,2013-03-06,Cristian Díaz quedó conforme con el rendimiento de Deportes Iquique en la Libertadores,14112,2330,2388,856,no,masculino
781319,Temuco,Deportes,2022-10-15,Deportes Temuco enfrenta a las 15 horas de hoy a Cobreloa,13505,7955,3083,162,no,masculino
335977,Calama,Sociedad,2015-07-24,Los Médicos Generales de Zona están realizando un operativo en San Pedro de Atacama,9543,6428,1969,1432,si,femenino
323959,Antofagasta,Policial,2015-05-23,Un incendio afectó a una residencial en el centro de Antofagasta,5913,8005,2209,605,no,femenino
685217,Temuco,Cultura,2020-12-09,Centro Cultural de PLC estrena exposición virtual del artista visual  Víctor Carrasco Peña,10287,12912,2277,934,no,masculino
298204,Concepción,Sociedad,2015-01-09,Lo lograron: el perro aislado en un islote del río Biobío fue rescatado por Bomberos,10263,12289,639,933,no,masculino
196907,Arica,Sociedad,2013-08-30,Realizaron una mesa de trabajo para atender solicitudes de personas afectadas por los polimetales en Arica,11898,9828,580,137,no,femenino
596555,Concepción,Sociedad,2019-05-20,Con daños y enfrentamientos terminó marcha en Cañete,14040,934,1987,987,no,masculino
548767,Valdivia,Sociedad,2018-08-05,Expo Niños finaliza hoy en la Carpa del Cecs de Valdivia,2412,11467,1758,264,si,masculino
180220,Arica,Sociedad,2013-06-14,No existe registro de un fenómeno climático como el que ha afectado estos últimos días a Arica,2284,1866,2685,292,si,masculino
240621,Temuco,Policial,2014-04-03,Hoy comenzó juicio contra acusado de abusar de un niño de cinco años en Collipulli,10173,3448,1969,535,no,masculino
718424,Chiloé,Policial,2021-08-13,Chiloé: Contienen incendio forestal tras cuatro horas de trabajos,13915,10516,776,403,no,masculino
742810,Valdivia,Sociedad,2022-02-01,Lanco y Malalhue tienen su propia Semana Festival del verano 2022,5567,4697,478,1919,no,masculino
576774,Arica,Sociedad,2019-01-14,Jóvenes sacrifican sus vacaciones para entretener a niños de diferentes sectores de Arica,11675,8567,3124,1044,si,femenino
288904,Puerto Montt,Política,2014-11-23,Con llamado a la unidad la Nueva Mayoría se reunió en encuentro regional,9420,13802,394,1354,si,masculino
300452,Antofagasta,Deportes,2015-01-21,Lamentable: hoy falleció la mamá del portero de Deportes Antofagasta Pablo Aurrecochea,6275,14861,2928,647,si,femenino
515207,Valparaíso,Sociedad,2018-02-05,La sobrexposición al sol produciría mayor aparición de granos en la piel,7482,2477,3032,1587,si,masculino
18210,Osorno,Deportes,2011-05-30,Huracán Paredes disfruta el triunfo en casa tras extenuante retorno,6815,3450,2053,218,no,femenino
761032,Puerto Montt,Visión Acuícola,2022-06-08,Empresas de Puerto Montt participaron en la mayor feria de acuicultura de Brasil,11531,9082,1454,610,si,femenino
37799,Arica,Espectáculos,2011-09-10,Los wachiturros se tiraron un paso en Arica,9458,12224,656,366,si,femenino
511893,Temuco,Espectáculos,2018-01-18,Este 24 y 25 de enero se realizará el primer Encuentro de Cantautores en Padre Las Casas,1518,7810,2311,89,si,femenino
634060,Iquique,Sociedad,2020-01-10,Iquique: estudiantes de ingeniería comercial apoyan a mipymes en mesa de trabajo,13939,6925,2509,275,no,masculino
314283,Antofagasta,Sociedad,2015-04-03,Fieles antofagastinos recordaron la pasión de Jesús en el tradicional Vía Crucis,2749,3560,326,1544,no,femenino
521229,Puerto Montt,Sociedad,2018-03-11,Proyecto Alta Esperanza: más de 200 familias recibieron subsidios habitacionales,10738,10875,1453,1889,no,masculino
785144,Chillán,Política,2022-11-09,Aprueban la entrega de más de $618 millones a Conaf para la modernización de vehículos de apoyo en el combate de incendios en Ñuble,10618,4705,2500,1111,si,femenino
156117,Valparaíso,Sociedad,2013-02-21,Habitantes de Laguna Verde celebran su semana,8108,701,2435,1157,no,femenino
243509,Chillán,Política,2014-04-17,Diputado por Ñuble solicitó al ministerio del interior mayor dotación de carabineros en ruta a las termas,16104,956,1011,1073,no,femenino
304882,Calama,Sociedad,2015-02-13,El cantante Álvaro Scaramelli se presenta esta noche en Calama,4921,14721,1074,1618,si,masculino
290829,Antofagasta,Sociedad,2014-12-02,Vecinos del sector centro norte de Antofagasta no tendrán agua durante ocho horas,13962,3236,1855,1256,no,masculino
297421,Antofagasta,Economía y Negocios,2015-01-05,"Cobre cierra con una baja de 1,47% en la Bolsa de Metales de Londres",3044,3262,704,25,no,femenino
777531,Concepción,Sociedad,2022-09-21,El Biobío suma 263 nuevos casos de Covid-19,7766,327,2271,1698,no,masculino
184152,Santiago,Deportes,2013-07-02,El DT de Croacia sub 20 dijo que admira a Mirko Jozic,10037,12510,1794,1340,si,masculino
129715,Copiapó,Política,2012-10-28,Los cinco candidatos a alcalde de Copiapó emitieron su voto durante la mañana,14537,9200,857,961,no,masculino
294100,Antofagasta,Sociedad,2014-12-18,Diputada solicitó incluir el cáncer de pulmón al sistema GES y realizar una lista de patologías por región,14486,8294,2061,1483,no,masculino
786772,Valparaíso,Sociedad,2022-11-20,Viña del Mar prepara nuevo plan regulador con la participación de vecinos,4602,8194,2885,1745,no,masculino
799580,Temuco,Policial,2023-02-16,Gerente de la CMPC denunció grupos que estarían provocando incendios y amenazando brigadistas,19055,14024,2314,1457,si,femenino
670987,Temuco,Sociedad,2020-08-28,Casos activos de covid-19  llegan a 281 en La Araucanía y se concentran en Temuco y Collipulli,2143,8397,1903,1482,no,masculino
213833,Osorno,Política,2013-11-18,Conozca a los nuevos consejeros regionales para la provincia de Osorno,5076,1474,2725,1244,si,masculino
118262,Valparaíso,Sociedad,2012-09-09,Durante la noche de ayer se vivió otra final sectorial del XV Festival del Cantar Vecinal de Viña del Mar,13759,12625,1897,1073,si,masculino
466740,Arica,Sociedad,2017-05-29,Seremi de Salud autorizó tres nuevos médicos para atención primaria en Arica,12340,14863,2053,1329,no,femenino
578941,Concepción,Deportes,2019-01-28,José “Pepe” Rojas anunció su arribo a Huachipato,985,3299,2696,579,si,masculino
762729,Iquique,Sociedad,2022-06-19,Mujer fallece tras vuelco en ruta de Pica,16903,5764,2975,1390,si,femenino
357003,Temuco,Sociedad,2015-11-09,Seminario conmemorará los 15 años de la Reforma Procesal Penal en La Araucanía,1472,865,2288,1291,si,masculino
650333,Antofagasta,Sociedad,2020-04-24,Laboratorio de Virología Molecular de la Universidad de Antofagasta  inicia análisis de exámenes de Covid-19,18221,8419,2071,60,si,femenino
733518,Santiago,Sociedad,2021-11-24,Gran incendio afecta a un galpón ubicado en San Joaquín: Tránsito se encuentra suspendido,11340,2374,432,1545,no,masculino
180016,Arica,Sociedad,2013-06-13,Arica: Un video muestra cómo quedará el nuevo eje Tucapel-Valente Rossi-San Ignacio de Loyola,14250,647,1841,309,si,femenino
413510,Chiloé,Sociedad,2016-08-23,En estado grave se encuentra una persona que fue atropellada en Chonchi,12468,5777,2939,507,no,femenino
693537,Valparaíso,Policial,2021-02-11,Denuncian que desconocidos abrieron tumba en el cementerio parroquial de Concón,19553,7538,3129,657,si,masculino
80926,Iquique,Sociedad,2012-03-27,Liberan a pingüino en el sector de Punta Patache en Iquique,8675,3355,1985,481,si,masculino
637885,Valparaíso,Policial,2020-02-06,Condenan a 10 años y un día de cárcel a asesina de mujer trans en cerro Polanco de Valparaíso,12283,14174,1926,1332,si,femenino
750970,Concepción,Sociedad,2022-04-02,Inauguran dispensador gratuito de condones vaginales en Concepción,849,11762,896,432,no,masculino
96920,Santiago,Política,2012-06-08,Cerro Navia y Pudahuel registran mala calidad de aire en la primera preemergencia ambiental,5275,10126,1480,1940,no,masculino
115248,Valdivia,Sociedad,2012-08-28,Unas 2 mil personas marchan en Valdivia por la educación,6357,8509,1977,1562,si,femenino
650867,Iquique,Política,2020-04-28,Alcaldes de la Región de Tarapacá dieron cuenta de los recursos invertidos para enfrentar el Covid-19,6366,8145,3100,1027,si,femenino
812367,Santiago,Internacional,2023-05-18,El funeral de la reina Isabel II costó 186 millones de euros,6056,14707,320,174,no,femenino
459540,Arica,Sociedad,2017-04-22,Tours operadores del Perú sorprendidos con la belleza de la Cuevas de Anzota en Arica,9270,7794,33,1629,no,femenino
699290,Antofagasta,Policial,2021-03-25,Detienen a cuatro jóvenes por robo de vehículo en Antofagasta,16913,4555,2291,1061,si,masculino
505719,Puerto Montt,Deportes,2017-12-15,Óscar Correa fue cesado de sus funciones y Deportes Puerto Montt busca nuevo DT,14579,11941,709,1420,si,femenino
369577,Copiapó,Deportes,2016-01-13,Jóvenes copiapinos integran la preselección nacional de Karate,12301,1017,1641,1306,no,femenino
419568,Valdivia,Sociedad,2016-09-22,Senador De Urresti solicitó plan maestro para sector del ex Batallón Logístico en Valdivia,3362,4434,167,1597,si,femenino
42082,Copiapó,Deportes,2011-10-01,En el gimnasio Orlando Guaita se disputará mañana la Copa Atacama de Karate,1687,10604,160,1217,no,femenino
134194,Antofagasta,Espectáculos,2012-11-15,Julieta Venegas será la gran carta para los conciertos del verano en Antofagasta,14068,13942,1041,1689,no,femenino
27785,Iquique,Sociedad,2011-07-20,El seremi de Medio Ambiente apuesta por nuevos desafíos,16248,8163,2931,629,no,femenino
556815,Quillota,Sociedad,2018-09-18,Fondas en Limache abrieron con normalidad y autoridades evalúan extender días de funcionamiento,398,190,2267,673,no,masculino
547547,Copiapó,Deportes,2018-07-29,"Perro ""se robó"" la pelota en partido de Deportes Copiapó y fue aplaudido en redes sociales",13179,409,1340,168,no,femenino
85242,Valparaíso,Sociedad,2012-04-17,Videos del sismo de anoche se toman Youtube,5776,6517,3216,966,no,femenino
359931,Concepción,Sociedad,2015-11-24,Delincuentes atacaron una escuela de San Pedro de la Paz y dejaron a los alumnos sin clases,8706,13100,1742,563,si,masculino
597667,Calama,Sociedad,2019-05-28,Funcionarios de Comdes Calama se capacitaron en diagnóstico de enfermedades raras,14567,12024,3198,1367,no,femenino
415773,San Antonio,Sociedad,2016-09-02,Hasta el jueves durará el concurso escolar de foto “Atrapa tu Espacio” del Centro Cultural San Antonio,4190,6116,402,1060,si,femenino
639055,Quillota,Sociedad,2020-02-14,Dos mujeres contaron como pudieron realizar un tratamiento de fertilización in vitro a través de Fonasa,9924,5976,1320,1429,si,masculino
368843,Iquique,Policial,2016-01-09,Sorprendieron a dos bolivianos que transportaban más de 1 kilo de cocaína en sus pantalones en Colchane,15289,737,2002,1787,si,femenino
321133,Copiapó,Sociedad,2015-05-08,¡Atención!: Autoridades del Minvu alertaron la aparición de estafadores en Vallenar luego de la tragedia en Atacama,13415,11088,1647,417,si,femenino
307284,Antofagasta,Sociedad,2015-02-26,Más de 70 mil alumnos entrarán a clases el 4 de marzo,3154,6288,339,316,no,masculino
531839,Puerto Montt,Economía y Negocios,2018-05-05,Región de Los Lagos lidera las ventas nacionales de supermercados,342,10347,1546,1378,si,masculino
780231,Antofagasta,Política,2022-10-07,“Esperamos que el presidente venga con una agenda de seguridad”: Diputado Sebastián Videla se manifiesta ante visita de Gabriel Boric a la Región de Antofagasta,13551,13251,483,341,no,femenino
649547,Valdivia,Sociedad,2020-04-21,ProChile Los Ríos se reúne con agregado comercial de Perú,6633,2375,3102,638,si,femenino
787860,Valdivia,Sociedad,2022-11-27,Para principios del primer semestre de 2023 se proyectaría concretar la licitación para dos nuevas ciclovías en Valdivia,5293,13746,2041,597,si,femenino
724207,Arica,Policial,2021-09-21,Corte ordena a padres a vacunar a hija recién nacida en Arica,2041,8119,1099,1695,si,femenino
435492,Valdivia,Sociedad,2016-12-14,Informan medidas del plan de conectividad para el verano de 2017,16651,2722,1688,536,no,femenino
733688,Osorno,Sociedad,2021-11-25,Osorno: Vialidad ejecuta trabajos de mejoramiento en cuesta Baquedano de Ovejería,2324,6294,3299,414,si,femenino
7547,Arica,Sociedad,2011-04-10,El geógrafo Marcelo Lagos revisó vías de evacuación en Arica,16372,858,3010,1650,no,masculino
664528,Temuco,Economía y Negocios,2020-07-17,La Araucanía: Mesa Covid-19 trabaja propuestas para la reactivación,3504,2913,639,1659,no,femenino
281846,Quillota,Espectáculos,2014-10-21,Expo Quillota 2014: fanático espera con toda su colección a Cachureos,7080,79,1370,294,si,masculino
753691,Valdivia,Sociedad,2022-04-21,Alcalde Carrasco: &quot;¿Tiene que morir alguien con recursos o famoso para que se tomen medidas de seguridad en la ruta a Paillaco?,12468,2494,2564,1533,no,femenino
316022,Copiapó,Policial,2015-04-13,Por conducir bajo la influencia del alcohol formalizaron al hombre que provocó fatal accidente con un camión militar en Copiapó,9599,7128,668,29,si,masculino
652409,Puerto Montt,Cultura,2020-05-06,En Puerto Montt lanzan concurso para difundir disciplinas artísticas en video,12006,3833,39,1036,no,femenino
85293,Santiago,Deportes,2012-04-18,U. Española avanzó a octavos de la Libertadores a pesar de perder 2-1 con Junior,4896,1206,32,57,no,femenino
429060,Valparaíso,Cultura,2016-11-12,"Este fin de semana llega el ""Túnel de la Ciencia"" al Puerto de Ideas en Valparaíso",15920,3624,2637,1023,si,masculino
200781,Valparaíso,Sociedad,2013-09-17,Familias porteñas recibieron las llaves de su nuevo conjunto habitacional “Don Quijote”,5994,3645,2426,133,no,femenino
788632,Osorno,Policial,2022-12-01,Accidente vehicular resultó en volcamiento camino a Puerto Octay,15200,7064,2820,836,no,femenino
91146,Temuco,Cultura,2012-05-14,Una pareja de Villarrica defenderá a La Araucanía en el nacional de cueca,15470,11781,2835,1847,no,femenino
134360,Puerto Montt,Policial,2012-11-16,Detuvieron a 20 personas por tala ilegal de bosque nativo en Puerto Varas,19306,6996,3174,755,no,masculino
273123,Osorno,Policial,2014-09-07,Inician búsqueda de comerciante que cayó al río desde pasarela colgante,11420,3816,3203,328,no,femenino
47311,Osorno,Política,2011-10-26,Encuentran a jóvenes desaparecidas en Osorno,9231,8309,1973,198,si,masculino
6199,Valparaíso,Sociedad,2011-04-04,Los 130 alumnos de La Greda regresan a clases tras incidente ambiental,9799,7879,146,828,si,femenino
611918,Chillán,Política,2019-08-22,Subsecretaría de Desarrollo Regional cuenta con nuevo jefe de unidad en Ñuble,4894,57,2084,1456,si,femenino
24552,Concepción,Policial,2011-07-02,La PDI detuvo a un hombre acusado de homicidio frustrado,17730,1597,1884,410,no,masculino
564861,Puerto Montt,Sociedad,2018-11-03,Intervendrán a 1.128 niños en pobreza de la Provincia de Llanquihue,5629,445,1619,697,no,femenino
256069,Osorno,Sociedad,2014-06-16,Alumnos votaron por continuar la toma de ULagos y suman 11 días ocupando el campus Osorno,15610,12392,1997,1260,no,femenino
401040,Iquique,Policial,2016-06-21,Detuvieron a un prófugo acusado de abusar a un menor de edad hace 2 años en Iquique,17279,12275,2612,1342,si,femenino
806803,Antofagasta,Sociedad,2023-04-07,Pronostican tormentas eléctricas para la costa de Antofagasta y Taltal,5390,9479,287,83,no,masculino
813365,Puerto Montt,Sociedad,2023-05-25,[VIDEO] Denuncian que trabajadores del puente Chacao siguen trabajando pese al temporal,701,10541,957,594,si,femenino
641990,Valparaíso,Sociedad,2020-03-08,Incendio en el café 'Esperia' movilizó a Bomberos de Valparaíso,12111,11272,335,121,no,femenino
590517,Valdivia,Sociedad,2019-04-12,Acordaron preservar las antiguas estructuras del molino Dememmer en Valdivia,17157,14151,1305,917,si,femenino
387954,Antofagasta,Sociedad,2016-04-19,Salud reiteró el llamado a vacunarse contra la influenza frente a baja tasa de inoculación en Antofagasta,15334,8703,562,1342,si,masculino
60357,Puerto Montt,Sociedad,2011-12-23,Aprueban Plan de Salud Comunal 2012 en Frutillar,3674,5072,2744,1692,si,femenino
35063,San Antonio,Deportes,2011-08-28,Se jugó el campeonato de básquetbol adulto en San Antonio,15101,6006,2751,218,no,femenino
93336,Puerto Montt,Sociedad,2012-05-23,En el Día del Completo hasta tres horas tuvieron que esperar los puertomontinos para comer uno,12287,1780,2741,1560,no,femenino
754780,San Antonio,Sociedad,2022-04-28,Carabineros de San Antonio celebró aniversario número 95 con ceremonia y entrega de distinciones,2439,12759,1000,587,si,femenino
31033,Osorno,Sociedad,2011-08-07,Alarmas comunitarias benefician a sectores de la comuna de Río Negro,16826,10120,2087,1781,no,femenino
132283,Chillán,Sociedad,2012-11-07,Todo está listo para el Festival Aéreo de Chillán,7600,4248,3044,418,si,masculino
75206,Osorno,Policial,2012-03-01,Buzos del Gope y Mehuín iniciaron búsqueda de joven desaparecido un día después de ocurrida la tragedia,8780,9630,1631,1752,si,femenino
731298,Valparaíso,Política,2021-11-09,Tras declararse en &quot;reflexión&quot; senador Sandoval (UDI) anunció voto en contra del cuarto retiro,4404,14818,1946,1591,si,masculino
526316,Puerto Montt,Sociedad,2018-04-05,Ensenada ya cuenta con su delegación municipal,1770,1432,1748,389,si,femenino
92200,Calama,Sociedad,2012-05-18,Protesta Fondenor: Alcalde de Calama visitó a los detenidos en la comisaría,14182,3290,1473,961,si,masculino
214403,San Antonio,Sociedad,2013-11-20,En Cartagena apareció el voto para el “candidato” Gokú,9683,5161,125,737,no,masculino
142079,Valparaíso,Sociedad,2012-12-18,Tres autos chocaron en el centro de Valparaíso y una persona quedó atrapada,3964,3030,2355,1813,si,masculino
314814,Calama,Sociedad,2015-04-07,Se estima que seis mil extranjeros llegarán a Chile por paso Jama para Copa América 2015,7949,8889,1158,1652,no,femenino
440844,Temuco,Deportes,2017-01-12,Carabineros contará con 250 efectivos para dar seguridad al Ironman de Pucón,17008,9428,130,1725,si,femenino
193656,Puerto Montt,Política,2013-08-15,El candidato por el distrito 56 Adolfo Alvial recibió el apoyo de figuras locales de la DC,9822,14595,280,981,si,femenino
741826,Puerto Montt,Policial,2022-01-25,Buscan a hombre de 51 años extraviado en Puerto Montt: padece Alzheimer,18718,12879,1303,1223,si,femenino
238843,Talcahuano,Sociedad,2014-03-25,Un niño de dos años en Talcahuano se tragó unos medicamentos pensando que eran dulces,10746,5445,122,127,si,femenino
200065,Valdivia,Policial,2013-09-13,Carabineros y el Gobierno Regional se querellaron contra hombre que disparó al jefe del Gope en Valdivia,12331,4301,2823,1268,no,masculino
301879,Chillán,Sociedad,2015-02-02,Ñuble: comenzaron los trabajos en el sendero para el paso fronterizo,16187,2663,2585,959,si,masculino
186235,Concepción,Política,2013-07-11,Senador Pérez Varela por reforma al binominal: “Afectará seriamente la representación de las regiones”,6735,11142,325,188,si,femenino
483693,Arica,Sociedad,2017-08-25,Autoridades de salud de Arica llaman a vacunarse contra el Virus Papiloma Humano,8555,4376,1265,854,no,femenino
226407,Puerto Montt,Cultura,2014-01-18,Puerto Montt: esta tarde finaliza encuentro de escultores de Alerce,19208,8104,169,773,no,femenino
761293,Valparaíso,Sociedad,2022-06-09,Consejo Regional de Valparaíso reclama la paralización inmediata de las empresas del cordón industrial de Las Ventanas,12529,14353,1859,1443,si,masculino
94565,Santiago,Política,2012-05-28,Diputado Salaberry: financiamiento a cirugías de cambio de sexo puede esperar,8486,6902,1689,851,si,femenino
652921,Santiago,Sociedad,2020-05-08,"Guerra comercial: EE.UU. y China se comprometen a crear ""condiciones favorables"" para una tregua",185,12021,1517,1734,no,masculino
695567,Antofagasta,Policial,2021-02-26,Estas son las medidas sanitarias y preventivas para el transporte escolar en Antofagasta,15343,11427,2067,423,si,masculino
420750,Osorno,Sociedad,2016-09-28,Invitan a jornada de meditación este jueves en el Centro Cultural de Osorno,15257,5577,933,829,no,masculino
359307,San Antonio,Sociedad,2015-11-20,¿Se apellida Cuevas? Sanantonino ganó casi diez millones de pesos en una tragamonedas,342,1957,1651,1959,no,masculino
269238,Antofagasta,Sociedad,2014-08-20,Organizaciones sociales tienen hasta la próxima semana para postular a proyectos comunitarios,15048,8741,1067,1433,no,masculino
685591,Copiapó,Sociedad,2020-12-13,Presentan sitios que postulan a ser patrimonio cultural en Chañaral,2589,7493,2665,1123,si,masculino
165011,Concepción,Sociedad,2013-04-03,Defensa de Ramón Llanquileo solicitó audiencia para tratar el tema del traslado al El Manzano,18194,12237,1562,1673,no,masculino
388975,Valparaíso,Deportes,2016-04-23,Chile jugará en Viña del Mar el amistoso con Jamaica en mayo próximo,1203,5638,2412,1738,si,femenino
91480,Chillán,Espectáculos,2012-05-15,"Belén Gutiérrez, ex participante de Factor X, adelantó sus proyectos artísticos",7988,8063,2084,246,si,femenino
109540,Valdivia,Sociedad,2012-08-02,En Paillaco preparan una masiva jornada sobre la discapacidad,11277,9214,682,1027,si,masculino
508093,Valparaíso,Policial,2017-12-28,Detuvieron a dos personas que atrasaron el Reloj de Flores de Viña esta madrugada,15301,14676,1729,1278,si,femenino
270416,Osorno,Sociedad,2014-08-25,El aeródromo Carlos Hott Siebert de Osorno reforzó sus medidas de seguridad,5758,7122,3097,282,si,masculino
486198,Antofagasta,Policial,2017-09-07,Con spot Carabineros busca prevenir los accidentes fatales en estas Fiestas Patrias,5197,786,663,761,no,femenino
216095,Antofagasta,Economía y Negocios,2013-11-28,Bencinas en Antofagasta llegarían a los $860 tras nueva alza,19445,14371,1434,1082,no,femenino
654527,Puerto Montt,Sociedad,2020-05-18,Aclaran proceso de pago de turnos en el Hospital de Puerto Montt,8041,11381,1266,651,si,femenino
308427,Arica,Policial,2015-03-04,En prisión preventiva quedó el hombre acusado de apuñalar en reiteradas ocasiones a un joven en Arica,19088,9903,2135,682,no,femenino
716304,Antofagasta,Sociedad,2021-07-29,Casi todas las comunas de la Región de Antofagasta bajaron sus casos activos,3769,395,401,589,no,femenino
295234,San Antonio,Espectáculos,2014-12-23,"San Antonio: el pop, punk, rock y thrash se tomarán el Juan Dante Parraguez",19821,8959,1189,1183,no,femenino
670481,Valdivia,Cultura,2020-08-25,Realizan una consulta sobre audiencias y covid-19,8687,249,196,1107,si,femenino
88760,San Antonio,Sociedad,2012-05-03,El puerto de San Antonio celebrará mañana 100 años,7129,3986,1858,1982,si,masculino
62055,Concepción,Sociedad,2011-12-30,Rechazan apelación a sobreseimiento de juicio por colapso del edificio Plaza del Río,19313,4729,3110,695,si,masculino
162883,Concepción,Deportes,2013-03-25,El Club GPA se quedó con el Sudamericano de Remo desarrollado en San Pedro de la Paz,1888,8828,1756,552,si,femenino
512083,San Antonio,Economía y Negocios,2018-01-19,Mañana el puerto de San Antonio tendrá doble recalada de cruceros por segunda vez en su historia,18066,6977,1195,47,no,femenino
365896,Temuco,Policial,2015-12-24,El Sename se querelló contra los padres que violaron a una niña de 10 años en Temuco,12377,13178,1669,1243,no,masculino
125635,Calama,Policial,2012-10-11,El municipio de Calama construye las urnas que se ocuparán para las próximas elecciones,13876,5606,1316,56,no,masculino
546423,Iquique,Policial,2018-07-23,Cuatro lesionados dejó volcamiento de camioneta en ruta que une a Iquique con Humberstone,14594,2946,1873,1049,si,masculino
498268,Puerto Montt,Economía y Negocios,2017-11-10,Comercio puertomontino acusa perjudiciales efectos por la venta ilegal y los rayados,11439,2769,2032,483,si,femenino
777431,Osorno,Sociedad,2022-09-20,“Sábados en Línea”: programa ofrece más de 100 clases interactivas para PYMES de la región de Los Lagos,2373,2996,2289,1545,no,masculino
702287,Valparaíso,Sociedad,2021-04-17,21 nuevos fallecidos y 764 contagios en las últimas 24 horas registró la Región de Valparaíso,6310,13363,236,918,no,femenino
65140,Arica,Deportes,2012-01-13,Arica partió con un triunfo en el sudamericano de rugby Seven a Side,8920,14345,1460,435,si,masculino
253755,Puerto Montt,Cultura,2014-06-05,El premiado documental Los Rockers se presenta esta tarde en Puerto Montt,5065,7037,3252,1865,no,femenino
686987,Santiago,Sociedad,2020-12-23,Ximena Rincón y Alberto Undurraga se inscribieron para la primaria presidencial de la DC,956,6275,643,1575,si,masculino
14336,Antofagasta,Cultura,2011-05-12,Mañana estrenan obra de marionetas en el Teatro Municipal,18020,9762,1807,526,si,femenino
149453,Temuco,Sociedad,2013-01-22,En Pucón iniciaron la erradicación del comercio ambulante,5322,14006,1163,303,no,femenino
321337,Temuco,Sociedad,2015-05-10,Para hoy se pronosticó pre emergencia ambiental y habrá restricción de leña en Temuco,4549,2753,1600,1312,no,femenino
671072,Santiago,Política,2020-08-29,"Gobierno ante paro de camioneros apunta al diálogo y advierte que ""no se puede tolerar que se pase por encima del Estado de Derecho""",11461,4246,3320,1228,si,masculino
314361,Concepción,Sociedad,2015-04-04,Región del Maule: se decretó Alerta Roja en San Clemente por incendio forestal,9669,11153,415,1059,no,femenino
638329,Temuco,Policial,2020-02-09,Intendente visitó a conductor que resultó quemado tras ataque incendiario en Victoria,11254,11982,1976,1794,si,masculino
22470,Valdivia,Política,2011-06-20,Arturo Norambuena confirmó su interés por la alcaldía de Valdivia,18284,12482,2769,52,si,femenino
499989,Arica,Sociedad,2017-11-19,[VIDEO] Joven llegó a dejar una botella de agua y se negó a ser vocal de mesa,16309,6359,2299,759,no,femenino
186864,Santiago,Política,2013-07-14,La muestra “Van Gogh Alive” estará abierta hasta fin de mes,18718,12246,1538,673,si,masculino
668884,Santiago,Deportes,2020-08-14,¿Lucas Passerini podría vestir la Roja?: Agente reveló contactos con la Federación chilena,1882,152,1431,1739,no,femenino
37257,Valparaíso,Sociedad,2011-09-08,Más de dos mil personas participarán en corrida solidaria en Viña del Mar,14720,13398,99,474,no,masculino
246771,Concepción,Policial,2014-05-03,Los Ángeles: robaron $290 mil en un peaje y amenazaron a Carabineros con un arma,7992,5404,2448,1645,no,femenino
474311,Valparaíso,Sociedad,2017-07-06,Comenzó concurso para nombrar a Valparaíso e Isla de Pascua como destino en el World Travel Awards,18837,9401,2278,291,no,masculino
79266,Antofagasta,Sociedad,2012-03-19,El operativo de esterilización canina continuará toda la semana en el sector de Club Hípico de Antofagasta,15609,3543,2065,846,no,masculino
684633,Osorno,Sociedad,2020-12-04,Provincia de Osorno registra 29 casos de Covid-19 este viernes,14452,281,945,979,si,masculino
128966,Valparaíso,Política,2012-10-25,Vecinos de Quilpué confundieron el cierre de una campaña política con una invasión un ovni,7689,8047,1399,273,no,masculino
612158,Osorno,Policial,2019-08-23,Detuvieron en Purranque a extranjero que trasladaba cocaína escondida en un parlante,2406,1808,1213,60,no,femenino
229646,Santiago,Política,2014-02-05,Delegación peruana que participará en la reunión “2+2” ya está en Chile,17498,2238,1910,1590,no,femenino
11856,Valdivia,Política,2011-05-01,"Diputado De Urresti: ""El gobierno está en deuda en materia laboral""",2583,6811,976,1866,si,masculino
198652,Arauco,Sociedad,2013-09-06,Cañete: funcionarios policiales realizaron controles preventivos para evitar venta de droga en la zona,13199,4694,2601,1122,si,masculino
799634,Puerto Montt,Policial,2023-02-16,[FOTOS] Comienza desalojo de comerciantes desde la polémica carpa de Puerto Montt,17605,10938,2813,856,no,masculino
215575,Concepción,Política,2013-11-26,Bachelet y Matthei en busca del voto: presidenciables llegarán al Bío Bío a potenciar zonas donde no les fue bien,17991,11323,2811,548,si,masculino
460095,Copiapó,Deportes,2017-04-25,Piloto Miguel Contreras se lució en Iquique y Copiapó,19490,13560,3061,1912,si,femenino
